review_id,review_text,rating,date,bank,source,thumbs_up,review_created_version,timestamp,cleaned_review,review_length,word_count,processing_timestamp
cf460082-aaf9-4a02-a229-4028cdf95a91,"Amazing, Delightful and Seamless Mobile Banking Application, I have ever Experienced!! Indeed, I feel Great Proud to be part of your Stakeholder! My First Choice Bank, Commercial Bank of Ethiopia, The Pioneer and Leading in Digital Banking Services in Ethiopia! Five stars ⭐⭐⭐⭐⭐ are little to you! Thank you so much🙏",5,2025-09-06,CBE,Google Play Store,42,5.2.1,2025-11-27 17:06:22,"Amazing, Delightful and Seamless Mobile Banking Application, I have ever Experienced!! Indeed, I feel Great Proud to be part of your Stakeholder! My First Choice Bank, Commercial Bank of Ethiopia, The Pioneer and Leading in Digital Banking Services in Ethiopia! Five stars  are little to you! Thank you so much",316,50,2025-11-27 17:20:29
4eedb003-2dca-4470-a9d0-c2b6c3ec41ea,3 stars because I can't see all my transaction history apart from the recents and a refresh button has been removed from the Recents activity. The app should allow clients to view all of the transactions not just recents.,3,2025-10-11,CBE,Google Play Store,6,5.2.1,2025-11-27 17:06:22,3 stars because I cant see all my transaction history apart from the recents and a refresh button has been removed from the Recents activity. The app should allow clients to view all of the transactions not just recents.,221,39,2025-11-27 17:20:29
aea499ca-d250-4cec-89d0-2b04c8caf16c,"lately I am facing a problem with the app ,and the problem is when log in and inter my pin it doesn't work at all and says 'can't sync' why does it say that I was working fine a few day ago and also it says when I enter my pin 'change your pin to 6 digit pin and it doesn't allow me to change it please solve what is the problem with the app ?",2,2025-10-04,CBE,Google Play Store,5,5.2.1,2025-11-27 17:06:22,"lately I am facing a problem with the app ,and the problem is when log in and inter my pin it doesnt work at all and says cant sync why does it say that I was working fine a few day ago and also it says when I enter my pin change your pin to 6 digit pin and it doesnt allow me to change it please solve what is the problem with the app ?",343,76,2025-11-27 17:20:29
67398692-d12e-4229-9f88-67f25f1a7336,"The app has a nice design and useful features like balance check and transfers, but it’s unstable and often fails to connect. It also forces users to turn off Developer Options, which is unnecessary — other banking apps work fine without that. Many people use Developer Mode for normal reasons. Please fix performance issues, remove this restriction, and add biometric login for better security and convenience",2,2025-10-19,CBE,Google Play Store,9,5.2.1,2025-11-27 17:06:22,"The app has a nice design and useful features like balance check and transfers, but its unstable and often fails to connect. It also forces users to turn off Developer Options, which is unnecessary  other banking apps work fine without that. Many people use Developer Mode for normal reasons. Please fix performance issues, remove this restriction, and add biometric login for better security and convenience",410,65,2025-11-27 17:20:29
9c02c8ba-3634-4363-b888-e60ce895ba7a,"it is very nice. but i have a serious suggestion when you send to other cbe birr customer, it does not show the name of the recipient befor it actually send the money. please improve this",4,2025-10-10,CBE,Google Play Store,8,5.2.1,2025-11-27 17:06:22,"it is very nice. but i have a serious suggestion when you send to other cbe birr customer, it does not show the name of the recipient befor it actually send the money. please improve this",187,36,2025-11-27 17:20:29
e6e9c63c-25e0-4df4-bf79-142536d808e9,"I like the application very much because it is user friendly and makes transactions easiest, especially for business matters. But, these few days I faced difficulties of opening it. I tried to uninstall and re install the app, and re verified at the nearest cbe center. But still failed to use all the functions. It says 'none available'. Any suggestions please!",3,2023-06-05,CBE,Google Play Store,637,4.4.0,2025-11-27 17:06:22,"I like the application very much because it is user friendly and makes transactions easiest, especially for business matters. But, these few days I faced difficulties of opening it. I tried to uninstall and re install the app, and re verified at the nearest cbe center. But still failed to use all the functions. It says none available. Any suggestions please!",362,61,2025-11-27 17:20:29
398ac276-dd9c-4eb7-8edb-0ce30a96ab22,CBE needs to show transaction fees before the transaction is confirmed and not after. This is a big issue as fees are no longer insignificant.,3,2025-11-03,CBE,Google Play Store,0,5.2.1,2025-11-27 17:06:22,CBE needs to show transaction fees before the transaction is confirmed and not after. This is a big issue as fees are no longer insignificant.,142,25,2025-11-27 17:20:29
5c93655e-e7c7-4467-887e-703513adfc36,"I have been using this app for almost four years now. In the beginning, it was working fine. Sometime later, it gets difficult to create a connection to my account, and could not manage to make and see transactions on my account. After updating it lately, Jul 2020, I was glad this app came with some user interface improvements, and the connection was quite fast. Not longer than two weeks, the app starts to get stuck, and it cannot even show me the UI properly. As a result, I have a useless app on my cell phone, hoping that [you] will soon come with updates.",2,2020-09-03,CBE,Google Play Store,435,4.1,2025-11-27 17:06:22,"I have been using this app for almost four years now. In the beginning, it was working fine. Sometime later, it gets difficult to create a connection to my account, and could not manage to make and see transactions on my account. After updating it lately, Jul 2020, I was glad this app came with some user interface improvements, and the connection was quite fast. Not longer than two weeks, the app starts to get stuck, and it cannot even show me the UI properly. As a result, I have a useless app on my cell phone, hoping that you will soon come with updates.",563,105,2025-11-27 17:20:29
1dcb4848-76ec-416d-a554-36a7340f3ee1,"Application UI and new features are better than the previous version. I found a minor bugs though. I couldn't transfer to an account from the beneficiary list, it says None Available; There is still so much to do with the localization; Instead of ሰኔ it says ጁን and more like this; date conversion is missing also. If this minor things are fixed it will be much better.",3,2020-11-05,CBE,Google Play Store,426,4.2,2025-11-27 17:06:22,"Application UI and new features are better than the previous version. I found a minor bugs though. I couldnt transfer to an account from the beneficiary list, it says None Available There is still so much to do with the localization Instead of ሰኔ it says ጁን and more like this date conversion is missing also. If this minor things are fixed it will be much better.",368,67,2025-11-27 17:20:29
264a79eb-f934-4bf9-ac6b-8246464eedb6,"Most of the time, in the 'Recents' button the app becomes stuck and doesn't show up details of transactions and doesn't even scroll down; should be solved. Second, the app doesn't save the last pop-up screen when a transaction is complete. Third, there is no telebirr transfer to other person option and the app by default lets you to only own telebirr transfer.",4,2022-10-06,CBE,Google Play Store,604,4.3.2,2025-11-27 17:06:22,"Most of the time, in the Recents button the app becomes stuck and doesnt show up details of transactions and doesnt even scroll down should be solved. Second, the app doesnt save the last popup screen when a transaction is complete. Third, there is no telebirr transfer to other person option and the app by default lets you to only own telebirr transfer.",362,63,2025-11-27 17:20:29
bed1e8b6-e466-4047-9b5b-d7df6228a4ff,"it's very nice simple and convenient app! but I have only one comment on double verifications after the finger prints. even thought its good for makin' it more secure, Its not neccessary to double verify after the finger print verification. no need to verify by pin again. thank you!",5,2025-08-22,CBE,Google Play Store,18,5.2.1,2025-11-27 17:06:22,"its very nice simple and convenient app! but I have only one comment on double verifications after the finger prints. even thought its good for makin it more secure, Its not neccessary to double verify after the finger print verification. no need to verify by pin again. thank you!",283,49,2025-11-27 17:20:29
e5e7f832-6759-4005-9df6-5f8d6b354551,"The app has some issues I updated recently and now I am not able to send funds to my telebirr wallet, also we need to have a place we save our contacts where we usually send money to, after update I keep loosing all the important accounts.",4,2025-08-23,CBE,Google Play Store,18,5.2.1,2025-11-27 17:06:22,"The app has some issues I updated recently and now I am not able to send funds to my telebirr wallet, also we need to have a place we save our contacts where we usually send money to, after update I keep loosing all the important accounts.",239,47,2025-11-27 17:20:29
ee52ec44-d6c1-4ea9-ab62-527d87ecb202,"This app stooped working after i updated it. It says change password and i did, but it doesn't open with the new password. I don't like it.",1,2025-08-23,CBE,Google Play Store,18,5.2.1,2025-11-27 17:06:22,"This app stooped working after i updated it. It says change password and i did, but it doesnt open with the new password. I dont like it.",139,27,2025-11-27 17:20:29
9b341221-1506-43b6-9476-9eab4ef84ff8,"URGENT FIX REQUIRED!!! The app does not work anymore! Account balance is not displayed. Trying to use any service on the app shows error ""None available"". What is the point of an internet/mobile banking app if you cannot carry out banking services from your fingertips? I also don't want to reinstall because CBE activation code can only be recieved in the bank, which sounds very ridiculous. These days, banks send OTP to email, so customers can manage their account anywhere in the world.",1,2023-12-26,CBE,Google Play Store,1669,5.0.2,2025-11-27 17:06:22,"URGENT FIX REQUIRED!!! The app does not work anymore! Account balance is not displayed. Trying to use any service on the app shows error None available. What is the point of an internetmobile banking app if you cannot carry out banking services from your fingertips? I also dont want to reinstall because CBE activation code can only be recieved in the bank, which sounds very ridiculous. These days, banks send OTP to email, so customers can manage their account anywhere in the world.",490,83,2025-11-27 17:20:29
8542d4c5-ec4e-4720-9a82-df371badc73d,"The CBE mobile banking app is a time-saver, but it needs several improvements, like adding fingerprint authentication. It's risky when people see me entering my PIN. Additionally, the fees are unreasonable. You could learn from Tele Birr, which adjusts fees based on the transaction amount. However, the CBEMB app charges a flat 10 birr fee for amounts between 5 and 1000 birr, which I think is unfair.",2,2024-09-04,CBE,Google Play Store,120,Unknown,2025-11-27 17:06:22,"The CBE mobile banking app is a timesaver, but it needs several improvements, like adding fingerprint authentication. Its risky when people see me entering my PIN. Additionally, the fees are unreasonable. You could learn from Tele Birr, which adjusts fees based on the transaction amount. However, the CBEMB app charges a flat 10 birr fee for amounts between 5 and 1000 birr, which I think is unfair.",402,67,2025-11-27 17:20:29
a7721fe5-89e1-42e9-a487-283e7095a6eb,"Still needs development on several features.... For example - bank statements available online. The text feature of available balance and debited/credited notifications is very old school and involves too much digital trail. App doesn't always work, could be due to network issues in Ethiopia though. Another major issue is an error message is displayed when transferring from CBE to other banks. Ive almost lost a few thousands doing this once. Always cross check your balances.",1,2024-08-27,CBE,Google Play Store,105,5.0.4,2025-11-27 17:06:22,"Still needs development on several features.... For example  bank statements available online. The text feature of available balance and debitedcredited notifications is very old school and involves too much digital trail. App doesnt always work, could be due to network issues in Ethiopia though. Another major issue is an error message is displayed when transferring from CBE to other banks. Ive almost lost a few thousands doing this once. Always cross check your balances.",479,74,2025-11-27 17:20:29
66ff0693-963b-4cf8-b470-23a46d10398e,"I think it is a good app to use easily. However, I have one more comment: the app does not automatically sync or update the balance in real time. Please review this issue. For example, when someone transfers money, the receiver's app does not sync automatically. It requires the user to manually initiate an update to see the current balance.",4,2025-09-04,CBE,Google Play Store,9,Unknown,2025-11-27 17:06:22,"I think it is a good app to use easily. However, I have one more comment the app does not automatically sync or update the balance in real time. Please review this issue. For example, when someone transfers money, the receivers app does not sync automatically. It requires the user to manually initiate an update to see the current balance.",342,60,2025-11-27 17:20:29
6e59b9f4-f3f4-4481-8cea-cf0e7d58e220,the app constantly glitches and won't stop loading despite having a decent connection and a cleared cache. telebirr is way better,1,2025-11-10,CBE,Google Play Store,0,5.2.1,2025-11-27 17:06:22,the app constantly glitches and wont stop loading despite having a decent connection and a cleared cache. telebirr is way better,129,21,2025-11-27 17:20:29
e6c7037c-9169-4360-8805-abf6adf7908c,"With each update the app is getting slower and slower, specially when requesting transaction history. And I wish the logging process could be done easily. When someone changes a phone, it makes it mandatory to consult the branch and that makes it not to be self assisted. Hope you could fix it. Please add an option of transferring to other TeleBirr numbers other than the ""Own telebirr"" option. It id very limiting now a days",4,2023-08-11,CBE,Google Play Store,380,4.4.0,2025-11-27 17:06:22,"With each update the app is getting slower and slower, specially when requesting transaction history. And I wish the logging process could be done easily. When someone changes a phone, it makes it mandatory to consult the branch and that makes it not to be self assisted. Hope you could fix it. Please add an option of transferring to other TeleBirr numbers other than the Own telebirr option. It id very limiting now a days",426,75,2025-11-27 17:20:29
79293336-209d-496f-8805-79557d4704f2,The upgread is perfect and loved the new system could be accessed from any branch if u face problem in the application. The other thing if possible to add would be to expand the number of transaction be looked for all transaction back to a month period at list this will help review most transactions if there needs any review. The only problem I saw is that once a phone number is attached to another bank account # you need to provide another phone number to get the service. The rest is excellent,4,2020-07-31,CBE,Google Play Store,68,4.1,2025-11-27 17:06:22,The upgread is perfect and loved the new system could be accessed from any branch if u face problem in the application. The other thing if possible to add would be to expand the number of transaction be looked for all transaction back to a month period at list this will help review most transactions if there needs any review. The only problem I saw is that once a phone number is attached to another bank account  you need to provide another phone number to get the service. The rest is excellent,499,92,2025-11-27 17:20:29
b6b20563-1305-4c44-90f4-a5b726bc9c61,"Suddenly the cbe application I was using stopped working and called callcenter, I was told it's because it expired and I should vist any branch to fix it. So I went to CBE Silassie branch.After filling a form they gave me, I sat down and waited until they finish fixing 2 customer's case who arrived before me. But then when it was my turn ppl who came after me with same mobile banking and even Atm card cases were finishing up and leaving I had to get back to my work so I left.with no service.why?",1,2025-10-16,CBE,Google Play Store,2,5.2.1,2025-11-27 17:06:22,"Suddenly the cbe application I was using stopped working and called callcenter, I was told its because it expired and I should vist any branch to fix it. So I went to CBE Silassie branch.After filling a form they gave me, I sat down and waited until they finish fixing 2 customers case who arrived before me. But then when it was my turn ppl who came after me with same mobile banking and even Atm card cases were finishing up and leaving I had to get back to my work so I left.with no service.why?",500,96,2025-11-27 17:20:29
fc5dec73-4055-497c-abe9-b3e72a9eb973,The app is user friendly. But i want some amendment or include option of sending money to other tele birr like other cbe birr.,4,2025-09-18,CBE,Google Play Store,11,5.2.1,2025-11-27 17:06:22,The app is user friendly. But i want some amendment or include option of sending money to other tele birr like other cbe birr.,126,24,2025-11-27 17:20:29
93fb8392-2f3c-437e-aa58-3b0b34a99b01,This app dash board is disturbing me. it is not showing me traxation and my balance while displaying others option on dashboard. I think it is a risk full app😭😭😭🤤🤤,1,2025-10-15,CBE,Google Play Store,5,5.2.1,2025-11-27 17:06:22,This app dash board is disturbing me. it is not showing me traxation and my balance while displaying others option on dashboard. I think it is a risk full app,163,30,2025-11-27 17:20:29
4997b3bc-486e-4392-abb9-bea943f100d5,it will be more better if the app have the feature receipt verifying from QR CODE SCREENSHOT IMAGES FROM gallery ... currently IT WORKS ONLY FROM DIRECT CAMERA CAPTURING,4,2025-09-23,CBE,Google Play Store,9,5.2.1,2025-11-27 17:06:22,it will be more better if the app have the feature receipt verifying from QR CODE SCREENSHOT IMAGES FROM gallery ... currently IT WORKS ONLY FROM DIRECT CAMERA CAPTURING,169,29,2025-11-27 17:20:29
0d6f2b91-6c64-4226-9260-0a13a22ab3bd,its easy to use and more secured than the previous one. i love it and appreciate commercial bank of ethiopia for every time update.,5,2025-10-16,CBE,Google Play Store,5,5.2.1,2025-11-27 17:06:22,its easy to use and more secured than the previous one. i love it and appreciate commercial bank of ethiopia for every time update.,131,24,2025-11-27 17:20:29
9fe63693-8e5e-4c86-9d29-ff31afd057bf,this app is very useful but sometimes when you want to see specific transactions it didn't work so that way i gave 3,3,2025-09-20,CBE,Google Play Store,11,5.2.1,2025-11-27 17:06:22,this app is very useful but sometimes when you want to see specific transactions it didnt work so that way i gave 3,116,23,2025-11-27 17:20:29
50b3ec22-c555-40a9-bc10-7f72fb5a81c2,It is amazing app but it is more better if it is possible to transfer from account to other telebirr,5,2025-09-22,CBE,Google Play Store,9,5.2.1,2025-11-27 17:06:22,It is amazing app but it is more better if it is possible to transfer from account to other telebirr,100,20,2025-11-27 17:20:29
8b466649-63ed-4f72-b0c0-132add6b6c95,"I am trying to access this app on my Android phone, but sometimes doesn't work. so kindly try to improve it.",3,2025-10-07,CBE,Google Play Store,5,5.2.1,2025-11-27 17:06:22,"I am trying to access this app on my Android phone, but sometimes doesnt work. so kindly try to improve it.",108,21,2025-11-27 17:20:29
1fa93fa3-ddb4-4d48-be83-938b9040120c,"The previous version is much better than this one. I used it for more than six years without any problem. But now I'm having a serious trouble with the updated app. I don't know why it takes him forever to refresh and load the home page once you sign in. And if it fails to load, it never recovers. I only see some UI changes. Really disappointed",2,2021-01-01,CBE,Google Play Store,659,4.2,2025-11-27 17:06:22,"The previous version is much better than this one. I used it for more than six years without any problem. But now Im having a serious trouble with the updated app. I dont know why it takes him forever to refresh and load the home page once you sign in. And if it fails to load, it never recovers. I only see some UI changes. Really disappointed",346,67,2025-11-27 17:20:29
191335e8-5187-41aa-88a3-db0c23c49beb,"The most unreliable banking app i ever used, the transactions are stuck halfway and i can't access my money then when you call the call center they ask that you wait 3-5 business days before they return the money what is the point off having a banking app if the transactions are unreliable and incomplete I'd rate less if i could.",1,2025-06-25,CBE,Google Play Store,9,4.3.2,2025-11-27 17:06:22,"The most unreliable banking app i ever used, the transactions are stuck halfway and i cant access my money then when you call the call center they ask that you wait 35 business days before they return the money what is the point off having a banking app if the transactions are unreliable and incomplete Id rate less if i could.",331,61,2025-11-27 17:20:29
b6fa2156-34bf-44c3-a426-99521f790a04,"once it is uninstalled, you need to visit a nearby bank. you go there and they ask you to have a new sim card which hasn't been used before. so you should buy a new sim card and you go back to them with a new sim card, when you reach there service provider says authentication pin is not arrive, the system is not working come back tomorrow.",1,2025-11-05,CBE,Google Play Store,0,Unknown,2025-11-27 17:06:22,"once it is uninstalled, you need to visit a nearby bank. you go there and they ask you to have a new sim card which hasnt been used before. so you should buy a new sim card and you go back to them with a new sim card, when you reach there service provider says authentication pin is not arrive, the system is not working come back tomorrow.",341,68,2025-11-27 17:20:29
3933ac15-719f-4050-a1a1-33217bebf895,"The app is awesome. But there are many things to highlight.For example, When spending money from the account , a confirmation text message must be sent to the account holder. Also the fact that, the PIN is only four digits is not safe enough for security, if it is more than eight digits and includes numbers and symbols, it will be cool.",3,2023-01-29,CBE,Google Play Store,164,4.3.2,2025-11-27 17:06:22,"The app is awesome. But there are many things to highlight.For example, When spending money from the account , a confirmation text message must be sent to the account holder. Also the fact that, the PIN is only four digits is not safe enough for security, if it is more than eight digits and includes numbers and symbols, it will be cool.",338,62,2025-11-27 17:20:29
a662acd2-c894-4fbe-a5f7-091bf2fd1be0,"In fact, it's a good app to make our daily life easier! However, I have encountered several times issues with this app. 1. It's not always working with network error, even though the network is good on my phone. 2. It happened to me several times that when I transfer money to someone's account, I doubled the transfer! Or in another word, my money sent two times. If I wanted to send 10,000, I found that sent 20,000 because of the APP error. I hope this will be fixed soon.",1,2023-09-04,CBE,Google Play Store,94,4.4.0,2025-11-27 17:06:22,"In fact, its a good app to make our daily life easier! However, I have encountered several times issues with this app. 1. Its not always working with network error, even though the network is good on my phone. 2. It happened to me several times that when I transfer money to someones account, I doubled the transfer! Or in another word, my money sent two times. If I wanted to send 10,000, I found that sent 20,000 because of the APP error. I hope this will be fixed soon.",475,90,2025-11-27 17:20:29
f0dd744a-9409-4619-9800-7ea501571b09,"everytime you uninstall the app you have to reach them out physically. very oldy! if that's one of security layer, they'd check for fraud attempt via app source directly(source:- app store, play store ... etc) implicitly ! we are in 2025, physical presence for every app install is traditional(traditionally very rare).",1,2025-06-04,CBE,Google Play Store,50,5.1.0,2025-11-27 17:06:22,"everytime you uninstall the app you have to reach them out physically. very oldy! if thats one of security layer, theyd check for fraud attempt via app source directlysource app store, play store ... etc implicitly ! we are in 2025, physical presence for every app install is traditionaltraditionally very rare.",319,51,2025-11-27 17:20:29
708d6d27-0ccc-4118-8346-116cf3e7a8ac,doesn't work unless with data doesn't refresh fast other wise functions ok but after the update transferring to telebirr is not working,2,2025-08-23,CBE,Google Play Store,20,5.2.1,2025-11-27 17:06:22,doesnt work unless with data doesnt refresh fast other wise functions ok but after the update transferring to telebirr is not working,135,22,2025-11-27 17:20:29
c55fa126-6810-4210-9182-d97108bde183,"It's very good in reminding the account numbers you have been used, but Need to show recipient history whenever you want to present it.or it has to have a search on options for a spesfic time you want to look for receipts with out going for account details at bank. if you lost your receipt without downloading it and need to look sometime a while you can't get in simple search on the app.",1,2025-02-15,CBE,Google Play Store,1047,5.0.9,2025-11-27 17:06:22,"Its very good in reminding the account numbers you have been used, but Need to show recipient history whenever you want to present it.or it has to have a search on options for a spesfic time you want to look for receipts with out going for account details at bank. if you lost your receipt without downloading it and need to look sometime a while you cant get in simple search on the app.",390,74,2025-11-27 17:20:29
3a8b9d4b-7f8a-4a46-b151-23c83380bf5c,"Its hard to trust this application coz while transfering money it transfers two times to the same account after only one transfer click and sometimes it says error but it actualy have transfered the money, so i only use it if it is mandatory unless its better to go to the bank, so it still doesn't solve the problem not to go to the bank, i am sure it have some systematic errors",1,2022-03-01,CBE,Google Play Store,137,4.3.1,2025-11-27 17:06:22,"Its hard to trust this application coz while transfering money it transfers two times to the same account after only one transfer click and sometimes it says error but it actualy have transfered the money, so i only use it if it is mandatory unless its better to go to the bank, so it still doesnt solve the problem not to go to the bank, i am sure it have some systematic errors",380,73,2025-11-27 17:20:29
546f92f4-9b13-4445-8e81-3df2be55d78c,"It is a very basic app. Banks nowadays offer many services through their app. I suggest you add the abilty to get statements, the ability to freeze the card if stolen or when traveling. The abilty to use the card while traveling. I have noticed that if Ieave Ethiopia it is not possible to pay my bills back home. So in general the app is very helpful and eased the burden of carrying money arroubd in Ethiopia, please improve it further.",4,2023-07-24,CBE,Google Play Store,158,4.4.0,2025-11-27 17:06:22,"It is a very basic app. Banks nowadays offer many services through their app. I suggest you add the abilty to get statements, the ability to freeze the card if stolen or when traveling. The abilty to use the card while traveling. I have noticed that if Ieave Ethiopia it is not possible to pay my bills back home. So in general the app is very helpful and eased the burden of carrying money arroubd in Ethiopia, please improve it further.",438,81,2025-11-27 17:20:29
7ed7b42c-e976-454d-9651-5be2cc9f4fb6,It works very well. I have two issues though 1/ it is not possible to transfer accounts in other Banks. 2/ the exoress money sending function dies not work as neither the recipient nor the sender get the secret number but the money will alrwady be sent. I had to go throgh a very lengthy process to get the money back with the transfer fee already deducted. In the end I lost three days plus the transfer fee for teying to send money fast. Other than these issues it does the rest of the job well.,3,2021-09-15,CBE,Google Play Store,140,4.3,2025-11-27 17:06:22,It works very well. I have two issues though 1 it is not possible to transfer accounts in other Banks. 2 the exoress money sending function dies not work as neither the recipient nor the sender get the secret number but the money will alrwady be sent. I had to go throgh a very lengthy process to get the money back with the transfer fee already deducted. In the end I lost three days plus the transfer fee for teying to send money fast. Other than these issues it does the rest of the job well.,497,96,2025-11-27 17:20:29
